id,name,sex,age,height,weight,year,season,sport,event,medal,country
99781,Sascha Reinelt,M,31,179,76,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,Germany
99793,Nicole Reinhardt,F,22,179,65,2008,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,Germany
99852,Nina Reithmayer,F,25,171,66,2010,Winter,Luge,Luge Women's Singles,Silver,Austria
99859,Christian Reitz,M,21,183,93,2008,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Germany
99859,Christian Reitz,M,29,183,93,2016,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,Germany
99873,Andrey Mikhaylovich Rekechinsky,M,23,190,109,2004,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Russia
99906,Shannon Colleen Rempel,F,21,173,70,2006,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver,Canada
99913,Ren Cancan,F,24,167,51,2012,Summer,Boxing,Boxing Women's Flyweight,Silver,China
99913,Ren Cancan,F,28,167,51,2016,Summer,Boxing,Boxing Women's Flyweight,Bronze,China
99917,Ren Hui,F,22,180,77,2006,Winter,Speed Skating,Speed Skating Women's 500 metres,Bronze,China
99924,Ren Qian,F,15,162,49,2016,Summer,Diving,Diving Women's Platform,Gold,China
99930,Ren Ye,F,22,170,63,2008,Summer,Hockey,Hockey Women's Hockey,Silver,China
99933,Renan Brito Soares,M,23,187,86,2008,Summer,Football,Football Men's Football,Bronze,Brazil
99942,Renato Soares de Oliveira Augusto,M,28,186,90,2016,Summer,Football,Football Men's Football,Gold,Brazil
99971,Max Rendschmidt,M,22,186,90,2016,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Germany
99971,Max Rendschmidt,M,22,186,90,2016,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,Germany
99996,Sara Renner,F,29,168,63,2006,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver,Canada
100032,"Robert Peter ""Robbie"" Renwick",M,28,184,80,2016,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,UK
100046,Roline Virginie Repelaer van Driel,F,24,189,84,2008,Summer,Rowing,Rowing Women's Coxed Eights,Silver,Netherlands
100046,Roline Virginie Repelaer van Driel,F,27,189,84,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Netherlands
100073,Alexander Resch,M,22,179,72,2002,Winter,Luge,Luge Mixed (Men)'s Doubles,Gold,Germany
100073,Alexander Resch,M,30,179,72,2010,Winter,Luge,Luge Mixed (Men)'s Doubles,Bronze,Germany
100094,Stuart Reside,M,25,193,90,2004,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Australia
100100,Helen Resor,F,20,178,70,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,USA
100132,Martin Rettl,M,28,184,73,2002,Winter,Skeleton,Skeleton Men's Skeleton,Silver,Austria
100146,Fabienne Reuteler,F,22,168,58,2002,Winter,Snowboarding,Snowboarding Women's Halfpipe,Bronze,Switzerland
100158,Katherine Reutter,F,21,170,61,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Silver,USA
100158,Katherine Reutter,F,21,170,61,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,USA
100192,Lucas Martn Rey,M,33,177,74,2016,Summer,Hockey,Hockey Men's Hockey,Gold,Argentina
100193,Matas Rey,M,31,178,72,2016,Summer,Hockey,Hockey Men's Hockey,Gold,Argentina
100219,Felipe Reyes Cabaas,M,28,205,109,2008,Summer,Basketball,Basketball Men's Basketball,Silver,Spain
100219,Felipe Reyes Cabaas,M,32,205,109,2012,Summer,Basketball,Basketball Men's Basketball,Silver,Spain
100219,Felipe Reyes Cabaas,M,36,205,109,2016,Summer,Basketball,Basketball Men's Basketball,Bronze,Spain
100262,Kevin Reynolds,M,23,177,60,2014,Winter,Figure Skating,Figure Skating Mixed Team,Silver,Canada
100264,Kristina Joana Reynolds,F,32,181,71,2016,Summer,Hockey,Hockey Women's Hockey,Bronze,Germany
100267,Mark Jeffrey Reynolds,M,44,192,88,2000,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold,USA
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,21,163,82,2000,Summer,Shooting,Shooting Women's Double Trap,Bronze,USA
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,25,163,82,2004,Summer,Shooting,Shooting Women's Double Trap,Gold,USA
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,29,163,82,2008,Summer,Shooting,Shooting Women's Skeet,Silver,USA
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,33,163,82,2012,Summer,Shooting,Shooting Women's Skeet,Gold,USA
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,37,163,82,2016,Summer,Shooting,Shooting Women's Skeet,Bronze,USA
100330,Vitaliy Rhimov,M,23,170,60,2008,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver,Azerbaijan
100380,Xavier Ribas Centelles,M,32,178,76,2008,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
100388,Edson Luciano Ribeiro,M,27,190,95,2000,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Brazil
100428,Ricarda Raquel Barbosa Lima,F,30,185,66,2000,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,Brazil
100429,"Ricardo ""Ricardinho"" Bermudez Garcia",M,28,191,90,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
100429,"Ricardo ""Ricardinho"" Bermudez Garcia",M,36,191,90,2012,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
100430,Ricardo Alex Costa Santos,M,25,200,102,2000,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,Brazil
100430,Ricardo Alex Costa Santos,M,29,200,102,2004,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,Brazil
100430,Ricardo Alex Costa Santos,M,33,200,102,2008,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,Brazil
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,2008,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,Australia
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,2008,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Gold,Australia
100455,"Stephanie Louise ""Steph"" Rice",F,20,176,67,2008,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Gold,Australia
100499,"Michael ""Mike"" Richards",M,25,180,88,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
100504,Robert Richards,M,28,186,71,2000,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,Australia
100506,Samantha Richards,F,29,170,64,2012,Summer,Basketball,Basketball Women's Basketball,Bronze,Australia
100507,"Alexandra Angela ""Sandie"" Richards",F,31,175,67,2000,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Jamaica
100507,"Alexandra Angela ""Sandie"" Richards",F,35,175,67,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,Jamaica
100515,Jonelle Richards-Price,F,31,162,57,2012,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,New Zealand
100516,Sanya Richards-Ross,F,19,173,62,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
100516,Sanya Richards-Ross,F,23,173,62,2008,Summer,Athletics,Athletics Women's 400 metres,Bronze,USA
100516,Sanya Richards-Ross,F,23,173,62,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
100516,Sanya Richards-Ross,F,27,173,62,2012,Summer,Athletics,Athletics Women's 400 metres,Gold,USA
100516,Sanya Richards-Ross,F,27,173,62,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
100529,"Dorothy Gay ""Dot"" Richardson",F,38,175,60,2000,Summer,Softball,Softball Women's Softball,Gold,USA
100537,Jason Alexander Richardson,M,26,188,77,2012,Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
100552,Passion J. Richardson,F,25,155,51,2000,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,USA
100566,Helen Richardson-Walsh,F,30,165,55,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,UK
100566,Helen Richardson-Walsh,F,34,165,55,2016,Summer,Hockey,Hockey Women's Hockey,Gold,UK
100567,"Kathrin Louise ""Kate"" Richardson-Walsh",F,32,171,66,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,UK
100567,"Kathrin Louise ""Kate"" Richardson-Walsh",F,36,171,66,2016,Summer,Hockey,Hockey Women's Hockey,Gold,UK
100568,Jan Olof Daniel Richardsson,M,27,192,85,2010,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden
100568,Jan Olof Daniel Richardsson,M,31,192,85,2014,Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze,Sweden
100568,Jan Olof Daniel Richardsson,M,31,192,85,2014,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Sweden
100570,Nils Olov Richard Richardsson,M,28,180,85,2002,Winter,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Silver,Sweden
100610,Julia Richter,F,23,175,71,2012,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,Germany
100614,"Michael Thomas ""Mike"" Richter",M,35,180,84,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA
100619,Simona Marcela Richter,F,28,170,78,2000,Summer,Judo,Judo Women's Half-Heavyweight,Bronze,Romania
100631,Brenton Scott Rickard,M,24,194,92,2008,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver,Australia
100631,Brenton Scott Rickard,M,24,194,92,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia
100631,Brenton Scott Rickard,M,28,194,92,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Australia
100633,Malle Danica Ricker,F,31,169,63,2010,Winter,Snowboarding,Snowboarding Women's Boardercross,Gold,Canada
100655,"Michael ""Mike"" Riddle",M,27,182,82,2014,Winter,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Silver,Canada
100682,Lars Peter Riedel,M,33,199,110,2000,Summer,Athletics,Athletics Men's Discus Throw,Silver,Germany
100698,Sven Riederer,M,23,182,69,2004,Summer,Triathlon,Triathlon Men's Olympic Distance,Bronze,Switzerland
100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,24,175,66,2008,Summer,Handball,Handball Women's Handball,Gold,Norway
100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,27,175,66,2012,Summer,Handball,Handball Women's Handball,Gold,Norway
100714,Linn-Kristin Ullevoldster Riegelhuth Koren,F,32,175,66,2016,Summer,Handball,Handball Women's Handball,Bronze,Norway
100741,Mariya Vitalivna Riemien,F,24,171,61,2012,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Ukraine
100764,Fabian Riele,M,23,172,62,2014,Winter,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Bronze,Germany
100764,Fabian Riele,M,23,172,62,2014,Winter,Nordic Combined,Nordic Combined Men's Team,Silver,Germany
100783,Antoine Roger Rigaudeau,M,28,198,102,2000,Summer,Basketball,Basketball Men's Basketball,Silver,France
100784,Elisa Rigaudo,F,28,168,53,2008,Summer,Athletics,Athletics Women's 20 kilometres Walk,Bronze,Italy
100801,"Alessandro ""Alex"" Righetti",M,26,200,98,2004,Summer,Basketball,Basketball Men's Basketball,Silver,Italy
100810,Guillermo Rigondeaux Ortz,M,19,166,54,2000,Summer,Boxing,Boxing Men's Bantamweight,Gold,Cuba
100810,Guillermo Rigondeaux Ortz,M,23,166,54,2004,Summer,Boxing,Boxing Men's Bantamweight,Gold,Cuba
100831,Hege Riise,F,31,165,62,2000,Summer,Football,Football Women's Football,Gold,Norway
100865,Ruth Ellen Riley,F,24,195,88,2004,Summer,Basketball,Basketball Women's Basketball,Gold,USA
100885,Jorgelina Rimoldi Puig,F,28,155,56,2000,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina
100902,Anne-Marie Rindom,F,25,170,68,2016,Summer,Sailing,Sailing Women's One Person Dinghy,Bronze,Denmark
100905,Teddy Pierre-Marie Riner,M,19,203,139,2008,Summer,Judo,Judo Men's Heavyweight,Bronze,France
100905,Teddy Pierre-Marie Riner,M,23,203,139,2012,Summer,Judo,Judo Men's Heavyweight,Gold,France
100905,Teddy Pierre-Marie Riner,M,27,203,139,2016,Summer,Judo,Judo Men's Heavyweight,Gold,France
100937,Fanny Rinne,F,24,178,64,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany
100987,"Rebecca ""Bec"" Rippon",F,29,167,72,2008,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
100988,"Melissa ""Mel"" Rippon",F,27,169,70,2008,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
100988,"Melissa ""Mel"" Rippon",F,31,169,70,2012,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
100993,Juan Romn Riquelme,M,30,182,75,2008,Summer,Football,Football Men's Football,Gold,Argentina
100997,Stphane Risacher,M,28,202,96,2000,Summer,Basketball,Basketball Men's Basketball,Silver,France
101009,Bruno Risi,M,35,172,69,2004,Summer,Cycling,Cycling Men's Madison,Silver,Switzerland
101026,Jenny Rissveds,F,22,165,55,2016,Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,Sweden
101039,Michal Riszdorfer,M,27,176,79,2004,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Slovakia
101039,Michal Riszdorfer,M,31,176,79,2008,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,Slovakia
101040,Richard Riszdorfer,M,23,181,89,2004,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Slovakia
101040,Richard Riszdorfer,M,27,181,89,2008,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,Slovakia
101041,va Risztov,F,26,173,72,2012,Summer,Swimming,Swimming Women's 10 kilometres Open Water,Gold,Hungary
101053,Robert Rintje Ritsma,M,35,190,92,2006,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze,Netherlands
101075,Taylor Ritzel,F,23,188,84,2012,Summer,Rowing,Rowing Women's Coxed Eights,Gold,USA
101104,Lzaro Rivas Scull,M,25,155,55,2000,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,Cuba
101183,Hanna Serhivna Rizatdinova,F,23,173,49,2016,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,Ukraine
101252,Ulrich Dimitri Robeiri,M,25,190,80,2008,Summer,Fencing,"Fencing Men's epee, Team",Gold,France
101255,Kalyna Roberge,F,19,160,49,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,Canada
101255,Kalyna Roberge,F,23,160,49,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,Canada
101263,Julien Robert,M,27,186,78,2002,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,France
101263,Julien Robert,M,31,186,78,2006,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,France
101273,Mlina Robert-Michon,F,37,180,85,2016,Summer,Athletics,Athletics Women's Discus Throw,Silver,France
101292,Gil Roberts,M,27,188,82,2016,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
101298,James Roberts,M,25,194,90,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Australia
101311,Luke Justin Roberts,M,27,181,71,2004,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Australia
101367,Mark Robertson,M,31,189,96,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,UK
101371,"Michael ""Mike"" Robertson",M,24,185,83,2010,Winter,Snowboarding,Snowboarding Men's Boardercross,Silver,Canada
101374,Nathan James Robertson,M,27,187,82,2004,Summer,Badminton,Badminton Mixed Doubles,Silver,UK
101385,Shirley Ann Robertson (-Boag),F,32,169,66,2000,Summer,Sailing,Sailing Women's One Person Dinghy,Gold,UK
101385,Shirley Ann Robertson (-Boag),F,36,169,66,2004,Summer,Sailing,Sailing Women's Three Person Keelboat,Gold,UK
101425,Clint David Robinson,M,32,189,91,2004,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,Australia
101431,"Donald ""Donny"" Robinson",M,25,165,69,2008,Summer,Cycling,Cycling Men's BMX,Bronze,USA
101436,Emma Robinson,F,28,183,70,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Canada
101454,Kelsey Robinson,F,24,188,70,2016,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,USA
101459,Moushaumi Robinson,F,23,170,59,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
101483,Dayron Robles Planes,M,21,191,80,2008,Summer,Athletics,Athletics Men's 110 metres Hurdles,Gold,Cuba
101488,Sarah Elizabeth Robles,F,28,178,141,2016,Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze,USA
101497,Laura Robson,F,18,180,62,2012,Summer,Tennis,Tennis Mixed Doubles,Silver,UK
101513,Albert Rocas Comas,M,26,188,84,2008,Summer,Handball,Handball Men's Handball,Bronze,Spain
101545,Laurence Rochat,F,22,176,61,2002,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Switzerland
101554,Melanie Jane Roche,F,29,165,63,2000,Summer,Softball,Softball Women's Softball,Bronze,Australia
101554,Melanie Jane Roche,F,33,165,63,2004,Summer,Softball,Softball Women's Softball,Silver,Australia
101554,Melanie Jane Roche,F,37,165,63,2008,Summer,Softball,Softball Women's Softball,Bronze,Australia
101569,Joannie Rochette,F,24,160,53,2010,Winter,Figure Skating,Figure Skating Women's Singles,Bronze,Canada
101570,Vasily Vasilyevich Rochev,M,25,184,76,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,Russia
101577,Andrew Rock,M,22,185,79,2004,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
101624,Marion Rodewald,F,27,164,54,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany
101638,Nicola Rodigari,M,20,171,71,2002,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Italy
101639,Alexander Rdiger,M,24,183,95,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany
101660,Brendon Rodney,M,24,195,80,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Canada
101667,"Rodrigo ""Rodrigo"" Santana",M,25,205,85,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
101667,"Rodrigo ""Rodrigo"" Santana",M,29,205,85,2008,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
101667,"Rodrigo ""Rodrigo"" Santana",M,33,205,85,2012,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
101669,Rodrigo Caio Coquette Russo,M,22,182,70,2016,Summer,Football,Football Men's Football,Gold,Brazil
101670,Rodrigo Dourado Cunha,M,22,186,79,2016,Summer,Football,Football Men's Football,Gold,Brazil
101702,Alexis Rodrguez Valera,M,22,198,120,2000,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,Cuba
101708,Amy Joy Rodriguez (-Shilling),F,21,163,66,2008,Summer,Football,Football Women's Football,Gold,USA
101708,Amy Joy Rodriguez (-Shilling),F,25,163,66,2012,Summer,Football,Football Women's Football,Gold,USA
101719,"Bernardo ""Berni"" Rodrguez Arias",M,28,198,92,2008,Summer,Basketball,Basketball Men's Basketball,Silver,Spain
101731,Clemente Juan Rodrguez,M,23,166,66,2004,Summer,Football,Football Men's Football,Gold,Argentina
101773,Irina Rodrguez lvarez,F,30,173,61,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Spain
101779,Jennifer Jill Rodriguez,F,25,162,58,2002,Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,USA
101779,Jennifer Jill Rodriguez,F,25,162,58,2002,Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,USA
101806,Juan Miguel Rodrguez Martnez,M,37,183,86,2004,Summer,Shooting,Shooting Men's Skeet,Bronze,Cuba
101810,Leonor Rodrguez Manso,F,24,180,72,2016,Summer,Basketball,Basketball Women's Basketball,Silver,Spain
101812,Luis Miguel Rodrguez Ricardo,M,35,181,74,2008,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba
101813,Ana Macarena Rodrguez Prez,F,34,155,53,2012,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina
101814,Maels Rodrguez Corrales,M,20,180,80,2000,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba
101854,Sergio Rodrguez Gmez,M,26,191,80,2012,Summer,Basketball,Basketball Men's Basketball,Silver,Spain
101854,Sergio Rodrguez Gmez,M,30,191,80,2016,Summer,Basketball,Basketball Men's Basketball,Bronze,Spain
101871,James Rodwell,M,31,195,105,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,UK
101889,Boudewijn Rell,M,27,195,100,2016,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Netherlands
101895,Jeremy Shaffer Roenick,M,32,183,93,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA
101924,Markus Antonius Rogan,M,22,195,93,2004,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver,Austria
101924,Markus Antonius Rogan,M,22,195,93,2004,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver,Austria
101948,Chloe Naomi Rogers,F,27,161,57,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,UK
101953,Jason Nicholas Rogers,M,25,183,84,2008,Summer,Fencing,"Fencing Men's Sabre, Team",Silver,USA
101960,Michael Rogers,M,24,185,74,2004,Summer,Cycling,Cycling Men's Individual Time Trial,Bronze,Australia
101964,"Nicholas Robert ""Nick"" Rogers",M,27,173,60,2004,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,UK
101964,"Nicholas Robert ""Nick"" Rogers",M,31,173,60,2008,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,UK
101972,Todd Jonathan Rogers,M,34,188,89,2008,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,USA
101987,"Mara Cecilia ""Ceci"" Rognoni Potocki",F,23,167,58,2000,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina
101987,"Mara Cecilia ""Ceci"" Rognoni Potocki",F,27,167,58,2004,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
101998,Anna Rogowska,F,23,171,55,2004,Summer,Athletics,Athletics Women's Pole Vault,Bronze,Poland
102010,Xavier Charles Ren Rohart,M,36,188,100,2004,Summer,Sailing,Sailing Men's Two Person Keelboat,Bronze,France
102011,Shauna L. Rohbock,F,28,173,75,2006,Winter,Bobsleigh,Bobsleigh Women's Two,Silver,USA
102024,Thomas Rhler,M,24,192,92,2016,Summer,Athletics,Athletics Men's Javelin Throw,Gold,Germany
102073,Ibrahim Rojas Blanco,M,24,168,72,2000,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,Cuba
102073,Ibrahim Rojas Blanco,M,28,168,72,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,Cuba
102095,Shawn Joseph Rojeski,M,34,183,79,2006,Winter,Curling,Curling Men's Curling,Bronze,USA
102109,Marianne Rokne,F,22,178,73,2000,Summer,Handball,Handball Women's Handball,Bronze,Norway
102137,Fridolina Rolf,F,22,178,74,2016,Summer,Football,Football Women's Football,Silver,Sweden
102154,Jean-Christophe Andr Jrme Rolland,M,32,190,90,2000,Summer,Rowing,Rowing Men's Coxless Pairs,Gold,France
102157,Kevin Rolland,M,24,178,65,2014,Winter,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Bronze,France
102175,Brianna Rollins,F,24,165,59,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Gold,USA
102189,Brian Lee Rolston,M,28,188,95,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA
102195,Diana Romagnoli (-Takouk),F,23,187,68,2000,Summer,Fencing,"Fencing Women's epee, Team",Silver,Switzerland
102260,Yana Sergeyevna Romanova,F,30,166,61,2014,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,Russia
102276,Svetlana Alekseyevna Romashina,F,18,173,57,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia
102276,Svetlana Alekseyevna Romashina,F,22,173,57,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia
102276,Svetlana Alekseyevna Romashina,F,22,173,57,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia
102276,Svetlana Alekseyevna Romashina,F,26,173,57,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia
102276,Svetlana Alekseyevna Romashina,F,26,173,57,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia
102285,Rodolfo Rombaldoni,M,27,193,85,2004,Summer,Basketball,Basketball Men's Basketball,Silver,Italy
102290,Hinrich Peter Romeike,M,45,175,69,2008,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,Germany
102290,Hinrich Peter Romeike,M,45,175,69,2008,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
102292,Oksana Viktorovna Romenskaya,F,32,190,90,2008,Summer,Handball,Handball Women's Handball,Silver,Russia
102308,Diego Emilio Romero Paschetta,M,33,170,70,2008,Summer,Sailing,Sailing Men's One Person Dinghy,Bronze,Italy
102313,Iker Romero Fernndez,M,28,196,104,2008,Summer,Handball,Handball Men's Handball,Bronze,Spain
102321,Leticia Romero Gonzlez,F,21,177,62,2016,Summer,Basketball,Basketball Women's Basketball,Silver,Spain
102324,Maikro Eusebio Romero Esquivel,M,27,165,48,2000,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze,Cuba
102335,Rebecca Jayne Romero,F,24,182,73,2004,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,UK
102335,Rebecca Jayne Romero,F,28,182,73,2008,Summer,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,UK
102339,Sergio Germn Romero,M,21,191,86,2008,Summer,Football,Football Men's Football,Gold,Argentina
102343,Yoel Romero Palacios,M,23,175,84,2000,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,Cuba
102356,Gianni Petrus Cornelis Romme,M,28,190,85,2002,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,Netherlands
102369,Rmulo Borges Monteiro,M,21,184,80,2012,Summer,Football,Football Men's Football,Silver,Brazil
102372,Bjrn Einar Romren,M,24,183,64,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,Norway
102378,"Ronaldo ""Ronaldinho"" de Asss Moreira",M,28,180,76,2008,Summer,Football,Football Men's Football,Bronze,Brazil
102394,Benjamin Rondeau,M,24,197,99,2008,Summer,Rowing,Rowing Men's Coxless Fours,Bronze,France
