id,name,sex,age,height,weight,year,season,sport,event,medal,country,medal_count
101488,Sarah Elizabeth Robles,F,28,178,141,2016,Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze,USA,1
101497,Laura Robson,F,18,180,62,2012,Summer,Tennis,Tennis Mixed Doubles,Silver,UK,1
101513,Albert Rocas Comas,M,26,188,84,2008,Summer,Handball,Handball Men's Handball,Bronze,Spain,1
101545,Laurence Rochat,F,22,176,61,2002,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Switzerland,1
101554,Melanie Jane Roche,F,29,165,63,2000,Summer,Softball,Softball Women's Softball,Bronze,Australia,1
101554,Melanie Jane Roche,F,33,165,63,2004,Summer,Softball,Softball Women's Softball,Silver,Australia,1
101554,Melanie Jane Roche,F,37,165,63,2008,Summer,Softball,Softball Women's Softball,Bronze,Australia,1
101569,Joannie Rochette,F,24,160,53,2010,Winter,Figure Skating,Figure Skating Women's Singles,Bronze,Canada,1
101570,Vasily Vasilyevich Rochev,M,25,184,76,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,Russia,1
101577,Andrew Rock,M,22,185,79,2004,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA,1
101624,Marion Rodewald,F,27,164,54,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany,1
101638,Nicola Rodigari,M,20,171,71,2002,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Italy,1
101639,Alexander Rdiger,M,24,183,95,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany,1
101660,Brendon Rodney,M,24,195,80,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Canada,1
101667,"Rodrigo ""Rodrigo"" Santana",M,25,205,85,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil,1
101667,"Rodrigo ""Rodrigo"" Santana",M,29,205,85,2008,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil,1
101667,"Rodrigo ""Rodrigo"" Santana",M,33,205,85,2012,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil,1
101669,Rodrigo Caio Coquette Russo,M,22,182,70,2016,Summer,Football,Football Men's Football,Gold,Brazil,1
101670,Rodrigo Dourado Cunha,M,22,186,79,2016,Summer,Football,Football Men's Football,Gold,Brazil,1
101702,Alexis Rodrguez Valera,M,22,198,120,2000,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,Cuba,1
101708,Amy Joy Rodriguez (-Shilling),F,21,163,66,2008,Summer,Football,Football Women's Football,Gold,USA,1
101708,Amy Joy Rodriguez (-Shilling),F,25,163,66,2012,Summer,Football,Football Women's Football,Gold,USA,1
101719,"Bernardo ""Berni"" Rodrguez Arias",M,28,198,92,2008,Summer,Basketball,Basketball Men's Basketball,Silver,Spain,1
101731,Clemente Juan Rodrguez,M,23,166,66,2004,Summer,Football,Football Men's Football,Gold,Argentina,1
101773,Irina Rodrguez lvarez,F,30,173,61,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,Spain,1
101779,Jennifer Jill Rodriguez,F,25,162,58,2002,Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,USA,1
101779,Jennifer Jill Rodriguez,F,25,162,58,2002,Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze,USA,1
101806,Juan Miguel Rodrguez Martnez,M,37,183,86,2004,Summer,Shooting,Shooting Men's Skeet,Bronze,Cuba,1
101810,Leonor Rodrguez Manso,F,24,180,72,2016,Summer,Basketball,Basketball Women's Basketball,Silver,Spain,1
101812,Luis Miguel Rodrguez Ricardo,M,35,181,74,2008,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba,1
101813,Ana Macarena Rodrguez Prez,F,34,155,53,2012,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina,1
101814,Maels Rodrguez Corrales,M,20,180,80,2000,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba,1
101829,Misael Uziel Rodrguez Olivas,M,22,178,75,2016,Summer,Boxing,Boxing Men's Middleweight,Bronze,Mexico,1
101854,Sergio Rodrguez Gmez,M,26,191,80,2012,Summer,Basketball,Basketball Men's Basketball,Silver,Spain,1
101854,Sergio Rodrguez Gmez,M,30,191,80,2016,Summer,Basketball,Basketball Men's Basketball,Bronze,Spain,1
101871,James Rodwell,M,31,195,105,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,UK,1
101889,Boudewijn Rell,M,27,195,100,2016,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Netherlands,1
101895,Jeremy Shaffer Roenick,M,32,183,93,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
101924,Markus Antonius Rogan,M,22,195,93,2004,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver,Austria,1
101924,Markus Antonius Rogan,M,22,195,93,2004,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver,Austria,1
101948,Chloe Naomi Rogers,F,27,161,57,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,UK,1
101953,Jason Nicholas Rogers,M,25,183,84,2008,Summer,Fencing,"Fencing Men's Sabre, Team",Silver,USA,1
101960,Michael Rogers,M,24,185,74,2004,Summer,Cycling,Cycling Men's Individual Time Trial,Bronze,Australia,1
101964,"Nicholas Robert ""Nick"" Rogers",M,27,173,60,2004,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,UK,1
101964,"Nicholas Robert ""Nick"" Rogers",M,31,173,60,2008,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,UK,1
101972,Todd Jonathan Rogers,M,34,188,89,2008,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,USA,1
101987,"Mara Cecilia ""Ceci"" Rognoni Potocki",F,23,167,58,2000,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina,1
101987,"Mara Cecilia ""Ceci"" Rognoni Potocki",F,27,167,58,2004,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina,1
101998,Anna Rogowska,F,23,171,55,2004,Summer,Athletics,Athletics Women's Pole Vault,Bronze,Poland,1
102010,Xavier Charles Ren Rohart,M,36,188,100,2004,Summer,Sailing,Sailing Men's Two Person Keelboat,Bronze,France,1
102011,Shauna L. Rohbock,F,28,173,75,2006,Winter,Bobsleigh,Bobsleigh Women's Two,Silver,USA,1
102024,Thomas Rhler,M,24,192,92,2016,Summer,Athletics,Athletics Men's Javelin Throw,Gold,Germany,1
102073,Ibrahim Rojas Blanco,M,24,168,72,2000,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,Cuba,1
102073,Ibrahim Rojas Blanco,M,28,168,72,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,Cuba,1
102089,Yulimar del Valle Rojas Rodrguez,F,20,192,72,2016,Summer,Athletics,Athletics Women's Triple Jump,Silver,Venezuela,1
102095,Shawn Joseph Rojeski,M,34,183,79,2006,Winter,Curling,Curling Men's Curling,Bronze,USA,1
102109,Marianne Rokne,F,22,178,73,2000,Summer,Handball,Handball Women's Handball,Bronze,Norway,1
102137,Fridolina Rolf,F,22,178,74,2016,Summer,Football,Football Women's Football,Silver,Sweden,1
102154,Jean-Christophe Andr Jrme Rolland,M,32,190,90,2000,Summer,Rowing,Rowing Men's Coxless Pairs,Gold,France,1
102157,Kevin Rolland,M,24,178,65,2014,Winter,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,Bronze,France,1
102175,Brianna Rollins,F,24,165,59,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Gold,USA,1
102189,Brian Lee Rolston,M,28,188,95,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
102195,Diana Romagnoli (-Takouk),F,23,187,68,2000,Summer,Fencing,"Fencing Women's epee, Team",Silver,Switzerland,1
102201,Ada Nabila Romn Arroyo,F,24,169,64,2012,Summer,Archery,Archery Women's Individual,Silver,Mexico,1
102260,Yana Sergeyevna Romanova,F,30,166,61,2014,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver,Russia,1
102276,Svetlana Alekseyevna Romashina,F,18,173,57,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
102276,Svetlana Alekseyevna Romashina,F,22,173,57,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia,1
102276,Svetlana Alekseyevna Romashina,F,22,173,57,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
102276,Svetlana Alekseyevna Romashina,F,26,173,57,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia,1
102276,Svetlana Alekseyevna Romashina,F,26,173,57,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
102285,Rodolfo Rombaldoni,M,27,193,85,2004,Summer,Basketball,Basketball Men's Basketball,Silver,Italy,1
102290,Hinrich Peter Romeike,M,45,175,69,2008,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,Germany,1
102290,Hinrich Peter Romeike,M,45,175,69,2008,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany,1
102292,Oksana Viktorovna Romenskaya,F,32,190,90,2008,Summer,Handball,Handball Women's Handball,Silver,Russia,1
102308,Diego Emilio Romero Paschetta,M,33,170,70,2008,Summer,Sailing,Sailing Men's One Person Dinghy,Bronze,Italy,1
102313,Iker Romero Fernndez,M,28,196,104,2008,Summer,Handball,Handball Men's Handball,Bronze,Spain,1
102321,Leticia Romero Gonzlez,F,21,177,62,2016,Summer,Basketball,Basketball Women's Basketball,Silver,Spain,1
102324,Maikro Eusebio Romero Esquivel,M,27,165,48,2000,Summer,Boxing,Boxing Men's Light-Flyweight,Bronze,Cuba,1
102335,Rebecca Jayne Romero,F,24,182,73,2004,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,UK,1
102335,Rebecca Jayne Romero,F,28,182,73,2008,Summer,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,UK,1
102339,Sergio Germn Romero,M,21,191,86,2008,Summer,Football,Football Men's Football,Gold,Argentina,1
102343,Yoel Romero Palacios,M,23,175,84,2000,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,Cuba,1
102356,Gianni Petrus Cornelis Romme,M,28,190,85,2002,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,Netherlands,1
102369,Rmulo Borges Monteiro,M,21,184,80,2012,Summer,Football,Football Men's Football,Silver,Brazil,1
102372,Bjrn Einar Romren,M,24,183,64,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,Norway,1
102378,"Ronaldo ""Ronaldinho"" de Asss Moreira",M,28,180,76,2008,Summer,Football,Football Men's Football,Bronze,Brazil,1
102394,Benjamin Rondeau,M,24,197,99,2008,Summer,Rowing,Rowing Men's Coxless Fours,Bronze,France,1
102405,Brett Nicholas Roneberg,M,25,185,93,2004,Summer,Baseball,Baseball Men's Baseball,Silver,Australia,1
102411,Mikko Tapani Ronkainen,M,27,166,64,2006,Winter,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver,Finland,1
102438,Giaan Leigh Rooney,F,17,175,63,2000,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1
102438,Giaan Leigh Rooney,F,17,175,63,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1
102438,Giaan Leigh Rooney,F,21,175,63,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Australia,1
102439,Martyn Joseph Rooney,M,21,198,81,2008,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,UK,1
102440,Natalie Rooney,F,28,181,95,2016,Summer,Shooting,Shooting Women's Trap,Silver,New Zealand,1
102441,Sean Michael Rooney,M,25,206,100,2008,Summer,Volleyball,Volleyball Men's Volleyball,Gold,USA,1
102459,Maria Elisabeth Rooth,F,22,176,72,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden,1
102459,Maria Elisabeth Rooth,F,26,176,72,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden,1
102494,Andria Rosa de Andrade,F,24,172,63,2008,Summer,Football,Football Women's Football,Silver,Brazil,1
102515,Simone Rosalba,M,24,196,89,2000,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,Italy,1
102518,Mauro Damin Rosales,M,23,171,68,2004,Summer,Football,Football Men's Football,Gold,Argentina,1
102520,Rosana dos Santos Augusto,F,22,173,64,2004,Summer,Football,Football Women's Football,Silver,Brazil,1
102520,Rosana dos Santos Augusto,F,26,173,64,2008,Summer,Football,Football Women's Football,Silver,Brazil,1
102541,Michael Rsch,M,22,184,78,2006,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Germany,1
102553,Deanne Rose,F,17,160,62,2016,Summer,Football,Football Women's Football,Bronze,Canada,1
102566,Shane Rose,M,35,181,80,2008,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,Australia,1
102566,Shane Rose,M,43,181,80,2016,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Australia,1
102572,Roseli de Belo,F,34,156,56,2004,Summer,Football,Football Women's Football,Silver,Brazil,1
102663,"Christina Roslyng (-Christiansen, -Kirke)",F,22,169,60,2000,Summer,Handball,Handball Women's Handball,Gold,Denmark,1
102672,Massimiliano Edgar Rosolino,M,22,192,88,2000,Summer,Swimming,Swimming Men's 200 metres Freestyle,Bronze,Italy,1
102672,Massimiliano Edgar Rosolino,M,22,192,88,2000,Summer,Swimming,Swimming Men's 400 metres Freestyle,Silver,Italy,1
102672,Massimiliano Edgar Rosolino,M,22,192,88,2000,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Gold,Italy,1
102672,Massimiliano Edgar Rosolino,M,26,192,88,2004,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Italy,1
102679,April Elizabeth Ross,F,30,185,75,2012,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver,USA,1
102679,April Elizabeth Ross,F,34,185,75,2016,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,USA,1
102697,Kyla Briana Ross,F,15,157,45,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,USA,1
102734,Gabriele Rossetti,M,21,176,65,2016,Summer,Shooting,Shooting Men's Skeet,Gold,Italy,1
102738,Antonio Rossi,M,31,186,84,2000,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,Italy,1
102738,Antonio Rossi,M,35,186,84,2004,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,Italy,1
102758,Jessica Rossi,F,20,168,59,2012,Summer,Shooting,Shooting Women's Trap,Gold,Italy,1
102762,Lucas Rafael Rossi,M,31,188,88,2016,Summer,Hockey,Hockey Men's Hockey,Gold,Argentina,1
102763,Mariana Rossi,F,29,169,64,2008,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina,1
102779,Salvatore Rossini,M,30,185,82,2016,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Italy,1
102805,Kianoush Rostami,M,21,177,85,2012,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,Iran,1
102805,Kianoush Rostami,M,25,177,85,2016,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,Iran,1
102815,Pavel Aleksandrovich Rostovtsev,M,34,187,80,2006,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,Russia,1
102818,Monica Rou,F,17,153,44,2004,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,Romania,1
102818,Monica Rou,F,17,153,44,2004,Summer,Gymnastics,Gymnastics Women's Horse Vault,Gold,Romania,1
102823,Alfredo Rota,M,25,190,78,2000,Summer,Fencing,"Fencing Men's epee, Team",Gold,Italy,1
102823,Alfredo Rota,M,33,190,78,2008,Summer,Fencing,"Fencing Men's epee, Team",Bronze,Italy,1
102858,Snke Rothenberger,M,21,193,73,2016,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,Germany,1
102877,Nadia Rthlisberger (Raspe-),F,29,179,82,2002,Winter,Curling,Curling Women's Curling,Silver,Switzerland,1
102899,Silke Rottenberg,F,28,174,72,2000,Summer,Football,Football Women's Football,Bronze,Germany,1
102899,Silke Rottenberg,F,32,174,72,2004,Summer,Football,Football Women's Football,Bronze,Germany,1
102933,Lauriane Rougeau,F,23,173,75,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
102946,Hayden David Roulston,M,27,186,83,2008,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Silver,New Zealand,1
102946,Hayden David Roulston,M,27,186,83,2008,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,New Zealand,1
102951,Antigoni Roumbesi,F,21,177,80,2004,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Greece,1
102964,Ronda Jean Rousey (-Browne),F,21,170,70,2008,Summer,Judo,Judo Women's Middleweight,Bronze,USA,1
102971,Florian Georges Philippe Rousseau,M,26,182,84,2000,Summer,Cycling,Cycling Men's Sprint,Silver,France,1
102971,Florian Georges Philippe Rousseau,M,26,182,84,2000,Summer,Cycling,Cycling Men's Keirin,Gold,France,1
102971,Florian Georges Philippe Rousseau,M,26,182,84,2000,Summer,Cycling,Cycling Men's Team Sprint,Gold,France,1
103024,Stephen Christopher Rowbotham,M,26,193,96,2008,Summer,Rowing,Rowing Men's Double Sculls,Bronze,UK,1
103042,Ryan Benjamin Rowland Smith,M,21,190,108,2004,Summer,Baseball,Baseball Men's Baseball,Silver,Australia,1
103052,Joanna Katie Rowsell Shand,F,23,180,69,2012,Summer,Cycling,Cycling Women's Team Pursuit,Gold,UK,1
103052,Joanna Katie Rowsell Shand,F,27,180,69,2016,Summer,Cycling,Cycling Women's Team Pursuit,Gold,UK,1
103104,Philippe Rozier,M,53,173,63,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,France,1
103163,"Virginia ""Vivi"" Ruano Pascual",F,30,164,60,2004,Summer,Tennis,Tennis Women's Doubles,Silver,Spain,1
103163,"Virginia ""Vivi"" Ruano Pascual",F,34,164,60,2008,Summer,Tennis,Tennis Women's Doubles,Silver,Spain,1
103170,Viktor Hennadiyovych Ruban,M,23,178,70,2004,Summer,Archery,Archery Men's Team,Bronze,Ukraine,1
103170,Viktor Hennadiyovych Ruban,M,27,178,70,2008,Summer,Archery,Archery Men's Individual,Gold,Ukraine,1
103176,Mrti Rubenis,M,27,184,90,2006,Winter,Luge,Luge Men's Singles,Bronze,Latvia,1
103176,Mrti Rubenis,M,35,184,90,2014,Winter,Luge,Luge Mixed Team Relay,Bronze,Latvia,1
103180,Elin Ingrid Johanna Rubensson,F,23,166,59,2016,Summer,Football,Football Women's Football,Silver,Sweden,1
103203,Israel Jos Rubio Rivero,M,23,165,68,2004,Summer,Weightlifting,Weightlifting Men's Featherweight,Bronze,Venezuela,1
103209,"Ricard ""Ricky"" Rubio Vives",M,17,193,82,2008,Summer,Basketball,Basketball Men's Basketball,Silver,Spain,1
103209,"Ricard ""Ricky"" Rubio Vives",M,25,193,82,2016,Summer,Basketball,Basketball Men's Basketball,Bronze,Spain,1
103212,Jeena Rubevska,F,28,173,60,2004,Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver,Latvia,1
103216,Karine Martine Ruby,F,24,165,61,2002,Winter,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver,France,1
103223,Martin Ruinsk,M,34,186,93,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Czech Republic,1
103225,Taylor Madison Ruck,F,16,180,60,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Canada,1
103225,Taylor Madison Ruck,F,16,180,60,2016,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,Canada,1
103274,David Lekuta Rudisha,M,23,190,76,2012,Summer,Athletics,Athletics Men's 800 metres,Gold,Kenya,1
103274,David Lekuta Rudisha,M,27,190,76,2016,Summer,Athletics,Athletics Men's 800 metres,Gold,Kenya,1
103279,Shelley-Marie Rudman,F,24,171,55,2006,Winter,Skeleton,Skeleton Women's Skeleton,Silver,UK,1
103351,Angela Marie Ruggiero,F,22,175,86,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
103351,Angela Marie Ruggiero,F,26,175,86,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,USA,1
103351,Angela Marie Ruggiero,F,30,175,86,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
103365,Christopher Rhr,M,22,180,77,2016,Summer,Hockey,Hockey Men's Hockey,Bronze,Germany,1
103399,Ismael Ruiz Salmn,M,23,187,75,2000,Summer,Football,Football Men's Football,Silver,Spain,1
103435,Yumilka Ruz Luaces,F,22,180,63,2000,Summer,Volleyball,Volleyball Women's Volleyball,Gold,Cuba,1
103435,Yumilka Ruz Luaces,F,26,180,63,2004,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,Cuba,1
103439,Enni Eriika  Rukajrvi,F,23,165,54,2014,Winter,Snowboarding,Snowboarding Women's Slopestyle,Silver,Finland,1
103456,Kelly Kristen Rulon,F,19,178,61,2004,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,USA,1
103456,Kelly Kristen Rulon,F,27,178,61,2012,Summer,Water Polo,Water Polo Women's Water Polo,Gold,USA,1
103461,Raema Lisa Rumbewas,F,19,149,53,2000,Summer,Weightlifting,Weightlifting Women's Flyweight,Silver,Indonesia,1
103461,Raema Lisa Rumbewas,F,23,149,53,2004,Summer,Weightlifting,Weightlifting Women's Featherweight,Silver,Indonesia,1
103469,Henrik Rummel,M,24,196,97,2012,Summer,Rowing,Rowing Men's Coxless Fours,Bronze,USA,1
103470,Davide Rummolo,M,22,180,75,2000,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,Italy,1
103486,Danijela Kristina Rundqvist,F,17,178,75,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden,1
103486,Danijela Kristina Rundqvist,F,21,178,75,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden,1
103490,Cierra Runge,F,20,193,85,2016,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,USA,1
103528,Galen Rupp,M,26,181,61,2012,Summer,Athletics,"Athletics Men's 10,000 metres",Silver,USA,1
103528,Galen Rupp,M,30,181,61,2016,Summer,Athletics,Athletics Men's Marathon,Bronze,USA,1
103532,Thomas Rupprath,M,23,182,78,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Germany,1
103532,Thomas Rupprath,M,27,182,78,2004,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Germany,1
103559,Lyndon Rush,M,29,183,102,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,Canada,1
103595,Aaron Russell,M,23,206,93,2016,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,USA,1
103597,Alonzo Russell,M,24,174,68,2016,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,Bahamas,1
103626,Kelly Russell,F,29,178,83,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada,1
103641,Clemente Russo,M,26,181,91,2008,Summer,Boxing,Boxing Men's Heavyweight,Silver,Italy,1
103641,Clemente Russo,M,29,181,91,2012,Summer,Boxing,Boxing Men's Heavyweight,Silver,Italy,1
103645,Marin Russo,F,24,163,58,2004,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina,1
103645,Marin Russo,F,28,163,58,2008,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina,1
103686,"Gregory James ""Greg"" Rutherford",M,25,188,92,2012,Summer,Athletics,Athletics Men's Long Jump,Gold,UK,1
103686,"Gregory James ""Greg"" Rutherford",M,29,188,92,2016,Summer,Athletics,Athletics Men's Long Jump,Bronze,UK,1
103701,"Benjamin Jon ""Ben"" Rutledge",M,27,194,95,2008,Summer,Rowing,Rowing Men's Coxed Eights,Gold,Canada,1
103707,Katrin Rutschow-Stomporowski,F,25,180,79,2000,Summer,Rowing,Rowing Women's Single Sculls,Bronze,Germany,1
103707,Katrin Rutschow-Stomporowski,F,29,180,79,2004,Summer,Rowing,Rowing Women's Single Sculls,Gold,Germany,1
103723,Antti Hermanni Ruuskanen,M,28,189,86,2012,Summer,Athletics,Athletics Men's Javelin Throw,Bronze,Finland,1
103724,Jarkko Samuli Ruutu,M,30,188,93,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Finland,1
103724,Jarkko Samuli Ruutu,M,34,188,93,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland,1
103725,Tuomo Iisakki Ruutu,M,26,182,89,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland,1
103725,Tuomo Iisakki Ruutu,M,30,182,89,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland,1
103766,"Robert Shane ""Bobby"" Ryan (Stevenson-)",M,22,188,95,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
103768,Christian Ryan,M,23,188,84,2000,Summer,Rowing,Rowing Men's Coxed Eights,Silver,Australia,1
103784,Marc James Ryan,M,25,186,79,2008,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,New Zealand,1
103784,Marc James Ryan,M,29,186,79,2012,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,New Zealand,1
103786,"Matthew ""Matt"" Ryan",M,24,194,90,2008,Summer,Rowing,Rowing Men's Coxless Fours,Silver,Australia,1
103787,"Matthew Morgan ""Matt"" Ryan",M,36,182,70,2000,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Australia,1
103800,Sarah Michelle Ryan,F,23,173,65,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1
103800,Sarah Michelle Ryan,F,27,173,65,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Australia,1
103807,"William ""Will"" Ryan",M,27,193,75,2016,Summer,Sailing,Sailing Men's Two Person Dinghy,Silver,Australia,1
103809,Ryang Chun-Hwa,F,21,147,48,2012,Summer,Weightlifting,Weightlifting Women's Flyweight,Bronze,North Korea,1
103818,Andrey Anatolyevich Rybakov,M,22,172,85,2004,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,Belarus,1
103818,Andrey Anatolyevich Rybakov,M,26,172,85,2008,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,Belarus,1
103820,Yaroslav Vladimirovich Rybakov,M,27,198,83,2008,Summer,Athletics,Athletics Men's High Jump,Bronze,Russia,1
103829,Anna Maria Rybicka,F,23,170,61,2000,Summer,Fencing,"Fencing Women's Foil, Team",Silver,Poland,1
103838,Carter Rycroft,M,24,180,68,2002,Winter,Curling,Curling Men's Curling,Silver,Canada,1
103861,Johannes Rydzek,M,18,178,60,2010,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Germany,1
103861,Johannes Rydzek,M,22,178,60,2014,Winter,Nordic Combined,Nordic Combined Men's Team,Silver,Germany,1
